date,temp.mean
3/27/11,7.491395833
3/28/11,7.509104167
3/29/11,7.537229167
3/30/11,7.548166667
3/31/11,7.5905
4/1/11,7.622583333
4/2/11,7.631979167
4/3/11,7.643541667
4/4/11,7.663229167
4/5/11,7.657416667
4/6/11,7.672083333
4/7/11,7.68875
4/8/11,7.72625
4/9/11,7.791875
4/10/11,7.808020833
4/11/11,7.814791667
4/12/11,7.8496875
4/13/11,7.870520833
4/14/11,7.867916667
4/15/11,7.875208333
4/16/11,7.899166667
4/17/11,7.929895833
4/18/11,7.9621875
4/19/11,7.9871875
4/20/11,8.016875
4/21/11,8.031979167
4/22/11,8.0903125
4/23/11,8.1564375
4/24/11,8.2153125
4/25/11,8.2121875
4/26/11,8.234979167
4/27/11,8.258020833
4/28/11,8.265645833
4/29/11,8.2884375
4/30/11,8.32875
5/1/11,8.362229167
5/2/11,8.354541667
5/3/11,8.37475
5/4/11,8.3919375
5/5/11,8.430979167
5/6/11,8.4549375
5/7/11,8.478354167
5/8/11,8.488208333
5/9/11,8.491375
5/10/11,8.5358125
5/11/11,8.5495625
5/12/11,8.538791667
5/13/11,8.557895833
5/14/11,8.561458333
5/15/11,8.613833333
5/16/11,8.616958333
5/17/11,8.622125
5/18/11,8.648416667
5/19/11,8.679583333
5/20/11,8.777708333
5/21/11,8.80325
5/22/11,8.809479167
5/23/11,8.868666667
5/24/11,8.865083333
5/25/11,8.886270833
5/26/11,8.9245625
5/27/11,8.966395833
5/28/11,9.012375
5/29/11,9.0623125
5/30/11,9.0994375
5/31/11,9.060854167
6/1/11,9.054
6/2/11,9.0128125
6/3/11,8.997270833
6/4/11,9.081291667
6/5/11,9.234375
6/6/11,9.378979167
6/7/11,9.4755
6/8/11,9.583
6/9/11,9.554791667
6/10/11,9.542916667
6/11/11,9.524416667
6/12/11,9.5189375
6/13/11,9.463395833
6/14/11,9.427958333
6/15/11,9.405625
6/16/11,9.459291667
6/17/11,9.551708333
6/18/11,9.542916667
6/19/11,9.524104167
6/20/11,9.565604167
6/21/11,9.612833333
6/22/11,9.677541667
6/23/11,9.691479167
6/24/11,9.771
6/25/11,9.920520833
6/26/11,10.0540625
6/27/11,10.0605625
6/28/11,10.0503125
6/29/11,9.908208333
6/30/11,9.864520833
7/1/11,9.759
7/2/11,9.76
7/3/11,9.7155
7/4/11,9.739208333
7/5/11,9.831875
7/6/11,9.902104167
7/7/11,9.925145833
7/8/11,10.07908333
7/9/11,10.2521875
7/10/11,10.24966667
7/11/11,10.21702083
7/12/11,10.15825
7/13/11,10.04839583
7/14/11,9.954270833
7/15/11,9.837041667
7/16/11,9.783208333
7/17/11,9.745375
7/18/11,9.776125
7/19/11,9.875979167
7/20/11,9.930270833
7/21/11,9.975291667
7/22/11,10.15214583
7/23/11,10.30547917
7/24/11,10.57404167
7/25/11,10.60354167
7/26/11,10.6158125
7/27/11,10.45008333
7/28/11,10.52564583
7/29/11,10.36866667
7/30/11,10.23233333
7/31/11,10.1848125
8/1/11,10.13133333
8/2/11,10.14416667
8/3/11,10.24425
8/4/11,10.28402083
8/5/11,10.33610417
8/6/11,10.40083333
8/7/11,10.566625
8/8/11,10.62097917
8/9/11,10.57825
8/10/11,10.49045833
8/11/11,10.37427083
8/12/11,10.29216667
8/13/11,10.22227083
8/14/11,10.21566667
8/15/11,10.2391875
8/16/11,10.29735417
8/17/11,10.35545833
8/18/11,10.4029375
8/19/11,10.55222917
8/20/11,10.81947917
8/21/11,11.0540625
8/22/11,11.11085417
8/23/11,10.98554167
8/24/11,10.924
8/25/11,10.86252083
8/26/11,10.722875
8/27/11,10.61635417
8/28/11,10.47316667
8/29/11,10.34635417
8/30/11,10.35645833
8/31/11,10.3886875
9/1/11,10.58433333
9/2/11,10.52120833
9/3/11,10.7914375
9/4/11,10.87091667
9/5/11,10.810375
9/6/11,10.8234375
9/7/11,10.746625
9/8/11,10.64645833
9/9/11,10.557375
9/10/11,10.72025
9/11/11,10.8495625
9/12/11,10.80375
9/13/11,10.6969375
9/14/11,10.59210417
9/15/11,10.45654167
9/16/11,10.3729697
